n,k,p,soil,zone,crop
516.0,258.0,258.0,black,southern plateau and hills region,cotton
520.0,260.0,260.0,black,southern plateau and hills region,cotton
524.0,262.0,262.0,black,southern plateau and hills region,cotton
528.0,264.0,264.0,black,southern plateau and hills region,cotton
532.0,266.0,266.0,black,southern plateau and hills region,cotton
536.0,268.0,268.0,black,southern plateau and hills region,cotton
540.0,270.0,270.0,black,southern plateau and hills region,cotton
544.0,272.0,272.0,black,southern plateau and hills region,cotton
548.0,274.0,274.0,black,southern plateau and hills region,cotton
552.0,276.0,276.0,black,southern plateau and hills region,cotton
556.0,278.0,278.0,black,southern plateau and hills region,cotton
560.0,280.0,280.0,black,southern plateau and hills region,cotton
564.0,282.0,282.0,black,southern plateau and hills region,cotton
568.0,284.0,284.0,black,southern plateau and hills region,cotton
572.0,286.0,286.0,black,southern plateau and hills region,cotton
576.0,288.0,288.0,black,southern plateau and hills region,cotton
580.0,290.0,290.0,black,southern plateau and hills region,cotton
584.0,292.0,292.0,black,southern plateau and hills region,cotton
588.0,294.0,294.0,black,southern plateau and hills region,cotton
592.0,296.0,296.0,black,southern plateau and hills region,cotton
596.0,298.0,298.0,black,southern plateau and hills region,cotton
600.0,300.0,300.0,black,southern plateau and hills region,cotton
604.0,302.0,302.0,black,southern plateau and hills region,cotton
608.0,304.0,304.0,black,southern plateau and hills region,cotton
612.0,306.0,306.0,black,southern plateau and hills region,cotton
616.0,308.0,308.0,black,southern plateau and hills region,cotton
620.0,310.0,310.0,black,southern plateau and hills region,cotton
624.0,312.0,312.0,black,southern plateau and hills region,cotton
628.0,314.0,314.0,black,southern plateau and hills region,cotton
632.0,316.0,316.0,black,southern plateau and hills region,cotton
636.0,318.0,318.0,black,southern plateau and hills region,cotton
640.0,320.0,320.0,black,southern plateau and hills region,cotton
644.0,322.0,322.0,black,southern plateau and hills region,cotton
648.0,324.0,324.0,black,southern plateau and hills region,cotton
652.0,326.0,326.0,black,southern plateau and hills region,cotton
656.0,328.0,328.0,black,southern plateau and hills region,cotton
660.0,330.0,330.0,black,southern plateau and hills region,cotton
664.0,332.0,332.0,black,southern plateau and hills region,cotton
668.0,334.0,334.0,black,southern plateau and hills region,cotton
672.0,336.0,336.0,black,southern plateau and hills region,cotton
676.0,338.0,338.0,black,southern plateau and hills region,cotton
680.0,340.0,340.0,black,southern plateau and hills region,cotton
684.0,342.0,342.0,black,southern plateau and hills region,cotton
688.0,344.0,344.0,black,southern plateau and hills region,cotton
692.0,346.0,346.0,black,southern plateau and hills region,cotton
696.0,348.0,348.0,black,southern plateau and hills region,cotton
700.0,350.0,350.0,black,southern plateau and hills region,cotton
704.0,352.0,352.0,black,southern plateau and hills region,cotton
708.0,354.0,354.0,black,southern plateau and hills region,cotton
712.0,356.0,356.0,black,southern plateau and hills region,cotton
716.0,358.0,358.0,black,southern plateau and hills region,cotton
720.0,360.0,360.0,black,southern plateau and hills region,cotton
724.0,362.0,362.0,black,southern plateau and hills region,cotton
728.0,364.0,364.0,black,southern plateau and hills region,cotton
732.0,366.0,366.0,black,southern plateau and hills region,cotton
736.0,368.0,368.0,black,southern plateau and hills region,cotton
740.0,370.0,370.0,black,southern plateau and hills region,cotton
744.0,372.0,372.0,black,southern plateau and hills region,cotton
748.0,374.0,374.0,black,southern plateau and hills region,cotton
752.0,376.0,376.0,black,southern plateau and hills region,cotton
756.0,378.0,378.0,black,southern plateau and hills region,cotton
760.0,380.0,380.0,black,southern plateau and hills region,cotton
764.0,382.0,382.0,black,southern plateau and hills region,cotton
768.0,384.0,384.0,black,southern plateau and hills region,cotton
772.0,386.0,386.0,black,southern plateau and hills region,cotton
776.0,388.0,388.0,black,southern plateau and hills region,cotton
780.0,390.0,390.0,black,southern plateau and hills region,cotton
784.0,392.0,392.0,black,southern plateau and hills region,cotton
788.0,394.0,394.0,black,southern plateau and hills region,cotton
792.0,396.0,396.0,black,southern plateau and hills region,cotton
796.0,398.0,398.0,black,southern plateau and hills region,cotton
800.0,400.0,400.0,black,southern plateau and hills region,cotton
804.0,402.0,402.0,black,southern plateau and hills region,cotton
808.0,404.0,404.0,black,southern plateau and hills region,cotton
812.0,406.0,406.0,black,southern plateau and hills region,cotton
816.0,408.0,408.0,black,southern plateau and hills region,cotton
820.0,410.0,410.0,black,southern plateau and hills region,cotton
824.0,412.0,412.0,black,southern plateau and hills region,cotton
828.0,414.0,414.0,black,southern plateau and hills region,cotton
832.0,416.0,416.0,black,southern plateau and hills region,cotton
836.0,418.0,418.0,black,southern plateau and hills region,cotton
840.0,420.0,420.0,black,southern plateau and hills region,cotton
844.0,422.0,422.0,black,southern plateau and hills region,cotton
848.0,424.0,424.0,black,southern plateau and hills region,cotton
852.0,426.0,426.0,black,southern plateau and hills region,cotton
856.0,428.0,428.0,black,southern plateau and hills region,cotton
860.0,430.0,430.0,black,southern plateau and hills region,cotton
864.0,432.0,432.0,black,southern plateau and hills region,cotton
868.0,434.0,434.0,black,southern plateau and hills region,cotton
872.0,436.0,436.0,black,southern plateau and hills region,cotton
876.0,438.0,438.0,black,southern plateau and hills region,cotton
880.0,440.0,440.0,black,southern plateau and hills region,cotton
884.0,442.0,442.0,black,southern plateau and hills region,cotton
888.0,444.0,444.0,black,southern plateau and hills region,cotton
892.0,446.0,446.0,black,southern plateau and hills region,cotton
896.0,448.0,448.0,black,southern plateau and hills region,cotton
900.0,450.0,450.0,black,southern plateau and hills region,cotton
904.0,452.0,452.0,black,southern plateau and hills region,cotton
908.0,454.0,454.0,black,southern plateau and hills region,cotton
912.0,456.0,456.0,black,southern plateau and hills region,cotton
916.0,458.0,458.0,black,southern plateau and hills region,cotton
920.0,460.0,460.0,black,southern plateau and hills region,cotton
924.0,462.0,462.0,black,southern plateau and hills region,cotton
928.0,464.0,464.0,black,southern plateau and hills region,cotton
932.0,466.0,466.0,black,southern plateau and hills region,cotton
936.0,468.0,468.0,black,southern plateau and hills region,cotton
940.0,470.0,470.0,black,southern plateau and hills region,cotton
944.0,472.0,472.0,black,southern plateau and hills region,cotton
948.0,474.0,474.0,black,southern plateau and hills region,cotton
952.0,476.0,476.0,black,southern plateau and hills region,cotton
956.0,478.0,478.0,black,southern plateau and hills region,cotton
960.0,480.0,480.0,black,southern plateau and hills region,cotton
964.0,482.0,482.0,black,southern plateau and hills region,cotton
968.0,484.0,484.0,black,southern plateau and hills region,cotton
972.0,486.0,486.0,black,southern plateau and hills region,cotton
976.0,488.0,488.0,black,southern plateau and hills region,cotton
980.0,490.0,490.0,black,southern plateau and hills region,cotton
984.0,492.0,492.0,black,southern plateau and hills region,cotton
988.0,494.0,494.0,black,southern plateau and hills region,cotton
992.0,496.0,496.0,black,southern plateau and hills region,cotton
996.0,498.0,498.0,black,southern plateau and hills region,cotton
0.0,0.0,0.0,red,southern plateau and hills region,sunflower
2.0,1.0,2.0,red,southern plateau and hills region,sunflower
4.0,2.0,4.0,red,southern plateau and hills region,sunflower
6.0,3.0,6.0,red,southern plateau and hills region,sunflower
8.0,4.0,8.0,red,southern plateau and hills region,sunflower
10.0,5.0,10.0,red,southern plateau and hills region,sunflower
12.0,6.0,12.0,red,southern plateau and hills region,sunflower
14.0,7.0,14.0,red,southern plateau and hills region,sunflower
16.0,8.0,16.0,red,southern plateau and hills region,sunflower
18.0,9.0,18.0,red,southern plateau and hills region,sunflower
20.0,10.0,20.0,red,southern plateau and hills region,sunflower
22.0,11.0,22.0,red,southern plateau and hills region,sunflower
24.0,12.0,24.0,red,southern plateau and hills region,sunflower
26.0,13.0,26.0,red,southern plateau and hills region,sunflower
28.0,14.0,28.0,red,southern plateau and hills region,sunflower
30.0,15.0,30.0,red,southern plateau and hills region,sunflower
32.0,16.0,32.0,red,southern plateau and hills region,sunflower
34.0,17.0,34.0,red,southern plateau and hills region,sunflower
36.0,18.0,36.0,red,southern plateau and hills region,sunflower
38.0,19.0,38.0,red,southern plateau and hills region,sunflower
40.0,20.0,40.0,red,southern plateau and hills region,sunflower
42.0,21.0,42.0,red,southern plateau and hills region,sunflower
44.0,22.0,44.0,red,southern plateau and hills region,sunflower
46.0,23.0,46.0,red,southern plateau and hills region,sunflower
48.0,24.0,48.0,red,southern plateau and hills region,sunflower
50.0,25.0,50.0,red,southern plateau and hills region,sunflower
52.0,26.0,52.0,red,southern plateau and hills region,sunflower
54.0,27.0,54.0,red,southern plateau and hills region,sunflower
56.0,28.0,56.0,red,southern plateau and hills region,sunflower
58.0,29.0,58.0,red,southern plateau and hills region,sunflower
60.0,30.0,60.0,red,southern plateau and hills region,sunflower
62.0,31.0,62.0,red,southern plateau and hills region,sunflower
64.0,32.0,64.0,red,southern plateau and hills region,sunflower
66.0,33.0,66.0,red,southern plateau and hills region,sunflower
68.0,34.0,68.0,red,southern plateau and hills region,sunflower
70.0,35.0,70.0,red,southern plateau and hills region,sunflower
72.0,36.0,72.0,red,southern plateau and hills region,sunflower
74.0,37.0,74.0,red,southern plateau and hills region,sunflower
76.0,38.0,76.0,red,southern plateau and hills region,sunflower
78.0,39.0,78.0,red,southern plateau and hills region,sunflower
80.0,40.0,80.0,red,southern plateau and hills region,sunflower
82.0,41.0,82.0,red,southern plateau and hills region,sunflower
84.0,42.0,84.0,red,southern plateau and hills region,sunflower
86.0,43.0,86.0,red,southern plateau and hills region,sunflower
88.0,44.0,88.0,red,southern plateau and hills region,sunflower
90.0,45.0,90.0,red,southern plateau and hills region,sunflower
92.0,46.0,92.0,red,southern plateau and hills region,sunflower
94.0,47.0,94.0,red,southern plateau and hills region,sunflower
96.0,48.0,96.0,red,southern plateau and hills region,sunflower
98.0,49.0,98.0,red,southern plateau and hills region,sunflower
100.0,50.0,100.0,red,southern plateau and hills region,sunflower
102.0,51.0,102.0,red,southern plateau and hills region,sunflower
104.0,52.0,104.0,red,southern plateau and hills region,sunflower
106.0,53.0,106.0,red,southern plateau and hills region,sunflower
108.0,54.0,108.0,red,southern plateau and hills region,sunflower
110.0,55.0,110.0,red,southern plateau and hills region,sunflower
112.0,56.0,112.0,red,southern plateau and hills region,sunflower
114.0,57.0,114.0,red,southern plateau and hills region,sunflower
116.0,58.0,116.0,red,southern plateau and hills region,sunflower
118.0,59.0,118.0,red,southern plateau and hills region,sunflower
120.0,60.0,120.0,red,southern plateau and hills region,sunflower
122.0,61.0,122.0,red,southern plateau and hills region,sunflower
124.0,62.0,124.0,red,southern plateau and hills region,sunflower
126.0,63.0,126.0,red,southern plateau and hills region,sunflower
128.0,64.0,128.0,red,southern plateau and hills region,sunflower
130.0,65.0,130.0,red,southern plateau and hills region,sunflower
132.0,66.0,132.0,red,southern plateau and hills region,sunflower
134.0,67.0,134.0,red,southern plateau and hills region,sunflower
136.0,68.0,136.0,red,southern plateau and hills region,sunflower
138.0,69.0,138.0,red,southern plateau and hills region,sunflower
140.0,70.0,140.0,red,southern plateau and hills region,sunflower
142.0,71.0,142.0,red,southern plateau and hills region,sunflower
144.0,72.0,144.0,red,southern plateau and hills region,sunflower
146.0,73.0,146.0,red,southern plateau and hills region,sunflower
148.0,74.0,148.0,red,southern plateau and hills region,sunflower
150.0,75.0,150.0,red,southern plateau and hills region,sunflower
152.0,76.0,152.0,red,southern plateau and hills region,sunflower
154.0,77.0,154.0,red,southern plateau and hills region,sunflower
156.0,78.0,156.0,red,southern plateau and hills region,sunflower
158.0,79.0,158.0,red,southern plateau and hills region,sunflower
160.0,80.0,160.0,red,southern plateau and hills region,sunflower
162.0,81.0,162.0,red,southern plateau and hills region,sunflower
164.0,82.0,164.0,red,southern plateau and hills region,sunflower
166.0,83.0,166.0,red,southern plateau and hills region,sunflower
168.0,84.0,168.0,red,southern plateau and hills region,sunflower
170.0,85.0,170.0,red,southern plateau and hills region,sunflower
172.0,86.0,172.0,red,southern plateau and hills region,sunflower
174.0,87.0,174.0,red,southern plateau and hills region,sunflower
176.0,88.0,176.0,red,southern plateau and hills region,sunflower
178.0,89.0,178.0,red,southern plateau and hills region,sunflower
180.0,90.0,180.0,red,southern plateau and hills region,sunflower
182.0,91.0,182.0,red,southern plateau and hills region,sunflower
184.0,92.0,184.0,red,southern plateau and hills region,sunflower
186.0,93.0,186.0,red,southern plateau and hills region,sunflower
188.0,94.0,188.0,red,southern plateau and hills region,sunflower
190.0,95.0,190.0,red,southern plateau and hills region,sunflower
192.0,96.0,192.0,red,southern plateau and hills region,sunflower
